Category,Product,City,Order Date,Sales,Discount,Profit
Snacks,Chocolates,Tenkasi,2017-12-23,1866,0.25,130.62
Oil & Masala,Masalas,Tirunelveli,2016-12-04,877,0.14,368.34
Fruits & Veggies,Organic Vegetables,Salem,2017-12-02,1175,0.23,517.0
Beverages,Soft Drinks,Tenkasi,2018-09-22,1669,0.25,650.91
"Eggs, Meat & Fish",Fish,Cumbum,2018-08-15,1219,0.18,414.46
Beverages,Health Drinks,Dharmapuri,2018-05-07,1356,0.21,379.68
Bakery,Cakes,Madurai,2017-03-08,1006,0.24,352.1
Bakery,Breads & Buns,Coimbatore,2015-06-01,894,0.28,357.6
Bakery,Biscuits,Ramanadhapuram,2017-12-09,1353,0.29,405.9
Oil & Masala,Spices,Ramanadhapuram,2015-11-12,2083,0.29,791.54
Bakery,Breads & Buns,Tenkasi,2017-03-21,2160,0.15,172.8
Fruits & Veggies,Organic Vegetables,Trichy,2015-11-21,1923,0.19,384.6
Food Grains,Organic Staples,Cumbum,2015-11-25,907,0.15,263.03
Snacks,Noodles,Tenkasi,2017-02-16,1687,0.2,438.62
Fruits & Veggies,Organic Fruits,Dharmapuri,2018-06-29,1033,0.16,433.86
"Eggs, Meat & Fish",Mutton,Virudhunagar,2015-12-23,1959,0.11,666.06
Fruits & Veggies,Organic Vegetables,Dindigul,2016-11-12,1693,0.11,592.55
Fruits & Veggies,Organic Vegetables,Madurai,2017-09-08,1174,0.13,363.94
Bakery,Cakes,Viluppuram,2016-11-21,2337,0.17,841.32
Food Grains,Rice,Theni,2018-10-27,2323,0.26,278.76
Oil & Masala,Spices,Tirunelveli,2015-12-31,2075,0.23,166.0
Snacks,Chocolates,Chennai,2016-11-03,1989,0.23,159.12
Oil & Masala,Edible Oil & Ghee,Perambalur,2015-11-29,2033,0.15,894.52
Fruits & Veggies,Organic Fruits,Coimbatore,2018-07-29,1560,0.14,655.2
Oil & Masala,Masalas,Tenkasi,2015-11-25,1549,0.23,278.82
Snacks,Chocolates,Karur,2018-11-23,720,0.19,86.4
Fruits & Veggies,Fresh Vegetables,Tenkasi,2015-12-09,2195,0.27,109.75
Snacks,Noodles,Nagercoil,2017-05-09,622,0.21,49.76
Bakery,Biscuits,Karur,2016-01-03,1376,0.31,522.88
Food Grains,Organic Staples,Ooty,2017-06-20,1046,0.19,376.56
Fruits & Veggies,Fresh Fruits,Cumbum,2018-10-27,2098,0.3,818.22
Snacks,Chocolates,Salem,2015-07-09,1061,0.29,392.57
Oil & Masala,Edible Oil & Ghee,Theni,2017-11-03,799,0.35,151.81
Bakery,Breads & Buns,Salem,2017-12-09,1443,0.15,591.63
Beverages,Health Drinks,Bodi,2016-10-24,676,0.22,162.24
Bakery,Cakes,Theni,2016-08-06,1346,0.3,457.64
Bakery,Breads & Buns,Krishnagiri,2018-12-01,2106,0.32,231.66
Fruits & Veggies,Organic Vegetables,Krishnagiri,2016-11-16,1951,0.1,624.32
Oil & Masala,Masalas,Ramanadhapuram,2015-05-05,1245,0.24,448.2
Food Grains,Dals & Pulses,Tenkasi,2015-12-08,1825,0.24,292.0
Bakery,Breads & Buns,Karur,2018-05-18,1094,0.24,415.72
Oil & Masala,Edible Oil & Ghee,Pudukottai,2016-11-23,1417,0.33,410.93
Food Grains,Atta & Flour,Chennai,2015-10-12,1170,0.33,105.3
Oil & Masala,Spices,Cumbum,2017-06-26,926,0.15,268.54
"Eggs, Meat & Fish",Chicken,Krishnagiri,2018-10-31,646,0.16,51.68
"Eggs, Meat & Fish",Chicken,Tenkasi,2018-09-22,757,0.12,113.55
Oil & Masala,Spices,Dindigul,2018-12-07,1598,0.11,703.12
Fruits & Veggies,Organic Fruits,Theni,2016-07-17,1735,0.27,433.75
Bakery,Cakes,Dharmapuri,2016-05-02,995,0.26,218.9
Food Grains,Dals & Pulses,Dharmapuri,2016-08-06,1035,0.34,217.35
Oil & Masala,Edible Oil & Ghee,Cumbum,2017-10-23,940,0.32,84.6
Bakery,Breads & Buns,Tirunelveli,2015-11-01,2422,0.28,411.74
Oil & Masala,Spices,Viluppuram,2018-07-23,605,0.28,248.05
Fruits & Veggies,Fresh Fruits,Kanyakumari,2018-09-03,580,0.1,237.8
Snacks,Chocolates,Dindigul,2018-06-24,592,0.14,230.88
Beverages,Soft Drinks,Karur,2015-11-25,1110,0.35,177.6
Beverages,Soft Drinks,Madurai,2018-08-06,2027,0.25,243.24
"Eggs, Meat & Fish",Eggs,Tirunelveli,2015-07-09,1853,0.28,685.61
Snacks,Chocolates,Vellore,2018-07-05,1773,0.22,709.2
Oil & Masala,Masalas,Viluppuram,2016-10-24,1322,0.22,92.54
Beverages,Health Drinks,Coimbatore,2017-10-24,2283,0.18,228.3
Bakery,Breads & Buns,Bodi,2018-03-26,1607,0.21,321.4
Beverages,Soft Drinks,Chennai,2016-03-31,733,0.25,124.61
Oil & Masala,Masalas,Kanyakumari,2015-08-17,1397,0.15,349.25
Beverages,Soft Drinks,Madurai,2016-11-12,1719,0.18,120.33
Bakery,Cakes,Krishnagiri,2016-05-17,505,0.25,101.0
Snacks,Noodles,Namakkal,2018-12-26,1325,0.28,92.75
"Eggs, Meat & Fish",Fish,Dharmapuri,2018-12-07,1920,0.28,518.4
"Eggs, Meat & Fish",Eggs,Kanyakumari,2015-09-22,1134,0.23,90.72
"Eggs, Meat & Fish",Mutton,Kanyakumari,2018-03-26,1418,0.35,85.08
Beverages,Soft Drinks,Viluppuram,2017-04-18,1682,0.24,84.1
Bakery,Cakes,Ramanadhapuram,2016-08-05,715,0.23,164.45
"Eggs, Meat & Fish",Fish,Madurai,2017-04-10,1352,0.11,554.32
Beverages,Soft Drinks,Perambalur,2017-02-16,1632,0.34,734.4
Snacks,Noodles,Virudhunagar,2018-09-02,2357,0.18,353.55
"Eggs, Meat & Fish",Chicken,Namakkal,2016-07-17,2252,0.18,472.92
"Eggs, Meat & Fish",Mutton,Krishnagiri,2018-04-27,908,0.29,217.92
Oil & Masala,Edible Oil & Ghee,Perambalur,2017-07-25,2368,0.17,923.52
Food Grains,Dals & Pulses,Tirunelveli,2017-09-25,1782,0.11,302.94
Beverages,Soft Drinks,Madurai,2018-09-09,1225,0.17,379.75
Beverages,Health Drinks,Trichy,2017-01-30,1745,0.19,663.1
Beverages,Health Drinks,Karur,2017-09-06,2032,0.18,467.36
Fruits & Veggies,Organic Vegetables,Dindigul,2016-11-23,1111,0.11,77.77
Bakery,Cakes,Coimbatore,2017-04-21,1031,0.29,206.2
Fruits & Veggies,Organic Vegetables,Namakkal,2018-04-17,679,0.14,169.75
Snacks,Noodles,Chennai,2018-11-13,1285,0.27,514.0
Fruits & Veggies,Organic Fruits,Salem,2018-03-02,2017,0.3,121.02
Fruits & Veggies,Organic Vegetables,Pudukottai,2018-12-02,1337,0.32,93.59
Beverages,Soft Drinks,Cumbum,2015-07-21,1892,0.25,832.48
Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-04-15,1089,0.23,250.47
Bakery,Breads & Buns,Perambalur,2016-03-30,2218,0.17,865.02
Food Grains,Organic Staples,Kanyakumari,2015-06-30,925,0.13,101.75
Food Grains,Dals & Pulses,Nagercoil,2018-09-02,2086,0.14,625.8
Fruits & Veggies,Fresh Fruits,Namakkal,2018-05-06,1314,0.26,289.08
Beverages,Health Drinks,Cumbum,2015-06-30,2121,0.15,530.25
Beverages,Health Drinks,Viluppuram,2018-05-19,2053,0.35,513.25
Snacks,Cookies,Krishnagiri,2018-07-05,748,0.19,89.76
"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2017-05-09,2049,0.3,163.92
Snacks,Noodles,Nagercoil,2015-11-12,1416,0.32,382.32
Fruits & Veggies,Organic Fruits,Karur,2018-12-15,641,0.34,275.63
Snacks,Cookies,Tenkasi,2015-12-02,2057,0.2,658.24
Oil & Masala,Spices,Nagercoil,2017-04-15,708,0.35,184.08
Fruits & Veggies,Fresh Fruits,Coimbatore,2016-11-12,1368,0.22,410.4
Snacks,Chocolates,Trichy,2017-06-27,2216,0.16,487.52
Snacks,Noodles,Madurai,2018-08-01,2253,0.18,315.42
Fruits & Veggies,Organic Vegetables,Ooty,2015-11-12,2392,0.35,526.24
Food Grains,Organic Staples,Kanyakumari,2016-08-05,2230,0.27,312.2
Beverages,Soft Drinks,Krishnagiri,2017-05-21,931,0.24,353.78
Food Grains,Atta & Flour,Dharmapuri,2017-12-17,1059,0.33,52.95
Snacks,Noodles,Karur,2016-06-01,2225,0.32,979.0
Bakery,Cakes,Coimbatore,2015-10-07,639,0.29,83.07
Bakery,Cakes,Vellore,2018-11-24,1259,0.15,352.52
Fruits & Veggies,Organic Vegetables,Madurai,2017-06-21,1604,0.33,561.4
Bakery,Biscuits,Pudukottai,2015-07-21,886,0.21,283.52
"Eggs, Meat & Fish",Chicken,Chennai,2016-08-05,1456,0.31,436.8
Snacks,Noodles,Tirunelveli,2018-07-05,1983,0.29,118.98
Fruits & Veggies,Organic Vegetables,Tenkasi,2015-10-10,801,0.35,304.38
Snacks,Noodles,Theni,2018-05-18,2246,0.13,606.42
"Eggs, Meat & Fish",Eggs,Vellore,2018-09-02,1590,0.2,111.3
Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2015-12-09,573,0.24,212.01
Snacks,Noodles,Kanyakumari,2016-07-09,909,0.15,45.45
Beverages,Health Drinks,Dharmapuri,2017-09-26,1159,0.26,69.54
Snacks,Chocolates,Madurai,2017-06-24,1268,0.2,253.6
Beverages,Soft Drinks,Viluppuram,2017-05-21,1691,0.25,710.22
Food Grains,Organic Staples,Madurai,2016-11-21,777,0.18,217.56
Fruits & Veggies,Fresh Vegetables,Tirunelveli,2016-11-23,2422,0.25,314.86
Oil & Masala,Edible Oil & Ghee,Madurai,2017-04-21,1993,0.25,817.13
Bakery,Breads & Buns,Krishnagiri,2015-07-21,1279,0.3,306.96
"Eggs, Meat & Fish",Chicken,Bodi,2016-11-21,1399,0.23,489.65
Food Grains,Dals & Pulses,Vellore,2015-11-23,1871,0.28,112.26
Beverages,Health Drinks,Ooty,2017-05-21,1548,0.25,634.68
Bakery,Breads & Buns,Virudhunagar,2018-06-24,1586,0.24,586.82
Snacks,Noodles,Viluppuram,2018-08-04,2294,0.31,206.46
Food Grains,Organic Staples,Vellore,2016-09-17,942,0.12,197.82
Beverages,Health Drinks,Namakkal,2016-04-02,2404,0.13,504.84
Bakery,Breads & Buns,Perambalur,2017-05-09,643,0.29,154.32
Fruits & Veggies,Fresh Vegetables,Krishnagiri,2017-06-11,544,0.34,108.8
Oil & Masala,Edible Oil & Ghee,Theni,2017-06-11,1506,0.18,120.48
"Eggs, Meat & Fish",Fish,Dindigul,2017-05-09,1508,0.29,422.24
Beverages,Soft Drinks,Ooty,2015-11-18,1263,0.3,189.45
Bakery,Biscuits,Virudhunagar,2017-12-19,2209,0.25,331.35
"Eggs, Meat & Fish",Eggs,Dharmapuri,2018-12-07,2499,0.35,524.79
"Eggs, Meat & Fish",Eggs,Krishnagiri,2018-12-28,635,0.29,63.5
Snacks,Cookies,Tenkasi,2018-01-12,2268,0.22,635.04
Oil & Masala,Masalas,Kanyakumari,2016-11-21,1937,0.35,329.29
Beverages,Health Drinks,Viluppuram,2016-05-17,1260,0.26,378.0
Snacks,Cookies,Dindigul,2016-08-06,1228,0.26,478.92
"Eggs, Meat & Fish",Mutton,Chennai,2015-10-10,2021,0.32,545.67
Snacks,Chocolates,Ramanadhapuram,2017-02-16,1380,0.15,510.6
"Eggs, Meat & Fish",Eggs,Madurai,2017-05-09,2159,0.15,410.21
Food Grains,Organic Staples,Ooty,2018-06-16,1420,0.34,184.6
Snacks,Noodles,Salem,2017-03-15,1912,0.31,133.84
Beverages,Health Drinks,Ramanadhapuram,2018-03-02,1500,0.22,525.0
Bakery,Breads & Buns,Krishnagiri,2018-05-18,1358,0.28,95.06
Fruits & Veggies,Fresh Vegetables,Namakkal,2018-06-04,1324,0.35,251.56
Bakery,Biscuits,Pudukottai,2018-09-22,2150,0.3,881.5
Snacks,Chocolates,Tirunelveli,2016-11-02,2449,0.13,636.74
Beverages,Health Drinks,Dharmapuri,2018-03-26,783,0.28,39.15
Fruits & Veggies,Fresh Fruits,Dharmapuri,2017-04-21,2264,0.18,271.68
Fruits & Veggies,Fresh Fruits,Vellore,2016-06-01,1909,0.31,725.42
Fruits & Veggies,Fresh Fruits,Trichy,2018-07-05,1688,0.1,472.64
Snacks,Noodles,Madurai,2018-05-06,1208,0.15,374.48
Snacks,Cookies,Tenkasi,2017-12-26,1884,0.12,678.24
Fruits & Veggies,Fresh Vegetables,Cumbum,2018-09-02,1832,0.15,201.52
Oil & Masala,Spices,Salem,2016-09-06,2420,0.19,677.6
"Eggs, Meat & Fish",Eggs,Virudhunagar,2015-07-19,552,0.18,71.76
Snacks,Chocolates,Tirunelveli,2018-08-19,2424,0.35,436.32
Beverages,Health Drinks,Cumbum,2015-04-28,876,0.33,166.44
Beverages,Soft Drinks,Karur,2016-04-30,825,0.14,305.25
Food Grains,Atta & Flour,Tirunelveli,2017-07-17,1916,0.27,268.24
Snacks,Chocolates,Nagercoil,2018-10-06,510,0.3,193.8
Fruits & Veggies,Fresh Fruits,Karur,2018-11-24,1517,0.28,394.42
Food Grains,Organic Staples,Coimbatore,2018-12-20,1253,0.11,313.25
Food Grains,Atta & Flour,Vellore,2017-04-18,1574,0.17,550.9
Oil & Masala,Spices,Tirunelveli,2015-08-04,1620,0.14,615.6
Oil & Masala,Masalas,Virudhunagar,2017-07-22,2461,0.25,516.81
Food Grains,Atta & Flour,Cumbum,2016-09-10,1910,0.21,362.9
Snacks,Cookies,Vellore,2015-11-01,1805,0.34,613.7
"Eggs, Meat & Fish",Chicken,Coimbatore,2017-07-17,869,0.34,130.35
Fruits & Veggies,Fresh Fruits,Virudhunagar,2015-09-08,1241,0.24,86.87
Oil & Masala,Spices,Kanyakumari,2015-04-28,725,0.27,43.5
Oil & Masala,Masalas,Madurai,2016-01-17,1666,0.1,266.56
Bakery,Breads & Buns,Theni,2018-09-02,2222,0.22,555.5
Beverages,Soft Drinks,Chennai,2015-07-19,1753,0.16,596.02
"Eggs, Meat & Fish",Eggs,Viluppuram,2017-06-17,2214,0.12,708.48
Beverages,Soft Drinks,Tenkasi,2015-04-28,1797,0.34,718.8
Oil & Masala,Masalas,Perambalur,2015-04-01,2372,0.11,1043.68
Fruits & Veggies,Organic Fruits,Virudhunagar,2017-12-18,1724,0.17,120.68
Food Grains,Dals & Pulses,Krishnagiri,2016-01-05,929,0.14,83.61
Beverages,Health Drinks,Trichy,2018-11-28,839,0.33,117.46
Snacks,Cookies,Salem,2015-11-19,1562,0.32,249.92
Food Grains,Dals & Pulses,Viluppuram,2018-02-11,2440,0.16,463.6
Oil & Masala,Masalas,Tenkasi,2017-04-01,1076,0.1,344.32
Oil & Masala,Masalas,Tirunelveli,2016-07-09,632,0.2,195.92
Snacks,Cookies,Theni,2018-07-20,2193,0.28,964.92
Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-05-02,1260,0.25,63.0
"Eggs, Meat & Fish",Chicken,Trichy,2017-10-14,626,0.28,269.18
Food Grains,Atta & Flour,Kanyakumari,2017-10-13,2471,0.22,716.59
Food Grains,Atta & Flour,Viluppuram,2018-10-23,1415,0.26,537.7
Food Grains,Rice,Namakkal,2017-07-08,1962,0.34,843.66
Fruits & Veggies,Organic Fruits,Chennai,2016-09-18,2389,0.13,238.9
"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2018-09-15,2365,0.33,331.1
"Eggs, Meat & Fish",Eggs,Ooty,2017-11-13,978,0.18,176.04
Food Grains,Rice,Ramanadhapuram,2018-06-19,753,0.17,135.54
Bakery,Breads & Buns,Salem,2015-06-06,2493,0.16,722.97
Bakery,Breads & Buns,Chennai,2018-05-28,2069,0.32,372.42
Fruits & Veggies,Fresh Vegetables,Vellore,2017-10-29,1382,0.25,414.6
Oil & Masala,Edible Oil & Ghee,Vellore,2015-12-23,2457,0.23,319.41
Bakery,Biscuits,Namakkal,2017-10-02,742,0.28,118.72
"Eggs, Meat & Fish",Mutton,Kanyakumari,2015-05-11,627,0.35,87.78
Bakery,Biscuits,Perambalur,2017-06-17,696,0.25,292.32
Oil & Masala,Edible Oil & Ghee,Vellore,2018-03-02,2058,0.17,123.48
Snacks,Cookies,Dindigul,2018-09-02,826,0.19,132.16
Oil & Masala,Spices,Vellore,2016-01-05,917,0.27,339.29
Bakery,Biscuits,Namakkal,2017-04-18,1681,0.17,369.82
Beverages,Soft Drinks,Namakkal,2017-11-22,1419,0.28,184.47
Bakery,Biscuits,Krishnagiri,2017-11-11,2421,0.16,217.89
Fruits & Veggies,Organic Vegetables,Tirunelveli,2017-07-22,2240,0.2,649.6
Food Grains,Dals & Pulses,Cumbum,2016-07-09,840,0.24,235.2
"Eggs, Meat & Fish",Fish,Trichy,2016-11-26,1093,0.17,491.85
Snacks,Noodles,Nagercoil,2018-11-19,531,0.1,63.72
Food Grains,Organic Staples,Bodi,2015-11-20,1630,0.3,407.5
Oil & Masala,Spices,Karur,2015-12-02,1082,0.12,259.68
Oil & Masala,Spices,Perambalur,2016-11-26,1396,0.12,139.6
Oil & Masala,Edible Oil & Ghee,Vellore,2018-12-24,758,0.27,166.76
"Eggs, Meat & Fish",Mutton,Virudhunagar,2016-03-08,951,0.17,133.14
Bakery,Breads & Buns,Cumbum,2018-12-20,894,0.35,107.28
Food Grains,Dals & Pulses,Dharmapuri,2018-02-13,1743,0.21,540.33
Snacks,Noodles,Dharmapuri,2018-06-26,878,0.23,201.94
Bakery,Breads & Buns,Nagercoil,2016-08-09,2109,0.22,274.17
"Eggs, Meat & Fish",Fish,Pudukottai,2018-09-18,1132,0.17,464.12
Food Grains,Dals & Pulses,Namakkal,2018-02-16,1319,0.13,276.99
"Eggs, Meat & Fish",Mutton,Kanyakumari,2016-01-12,840,0.16,75.6
Oil & Masala,Edible Oil & Ghee,Tenkasi,2015-09-28,1400,0.29,294.0
Snacks,Cookies,Tirunelveli,2017-10-29,1586,0.23,428.22
Fruits & Veggies,Organic Fruits,Krishnagiri,2016-09-07,595,0.2,226.1
Snacks,Chocolates,Pudukottai,2017-11-13,1251,0.26,437.85
Oil & Masala,Edible Oil & Ghee,Salem,2017-11-11,1299,0.25,194.85
Food Grains,Rice,Namakkal,2017-10-13,2044,0.25,633.64
Fruits & Veggies,Fresh Vegetables,Bodi,2017-02-21,1527,0.1,152.7
Fruits & Veggies,Organic Fruits,Trichy,2016-05-23,1663,0.19,315.97
"Eggs, Meat & Fish",Mutton,Krishnagiri,2017-04-01,2165,0.17,368.05
Beverages,Soft Drinks,Tirunelveli,2016-07-06,869,0.12,95.59
Beverages,Soft Drinks,Karur,2017-10-21,1793,0.18,251.02
"Eggs, Meat & Fish",Chicken,Krishnagiri,2015-09-23,2178,0.34,457.38
Oil & Masala,Spices,Karur,2016-09-18,1020,0.11,173.4
Bakery,Biscuits,Vellore,2016-11-26,605,0.3,60.5
Snacks,Cookies,Viluppuram,2016-10-02,862,0.1,137.92
Fruits & Veggies,Fresh Fruits,Kanyakumari,2016-09-07,2252,0.31,157.64
Beverages,Soft Drinks,Perambalur,2018-07-23,937,0.28,281.1
Bakery,Biscuits,Krishnagiri,2015-12-28,1676,0.24,150.84
Oil & Masala,Spices,Ramanadhapuram,2018-09-02,1136,0.23,488.48
Oil & Masala,Spices,Bodi,2018-06-03,1971,0.1,275.94
Snacks,Noodles,Pudukottai,2015-03-17,2390,0.1,454.1
Fruits & Veggies,Fresh Vegetables,Coimbatore,2015-11-20,700,0.14,154.0
Beverages,Health Drinks,Bodi,2015-04-01,1073,0.3,236.06
Oil & Masala,Masalas,Tirunelveli,2017-11-25,765,0.2,76.5
Bakery,Breads & Buns,Ooty,2018-06-26,1010,0.22,343.4
Snacks,Noodles,Kanyakumari,2017-12-12,1317,0.24,553.14
Fruits & Veggies,Fresh Fruits,Nagercoil,2018-12-05,567,0.19,175.77
Food Grains,Rice,Madurai,2017-08-23,2010,0.23,241.2
Bakery,Breads & Buns,Krishnagiri,2018-07-08,1574,0.33,94.44
"Eggs, Meat & Fish",Fish,Krishnagiri,2015-11-17,950,0.27,133.0
Beverages,Health Drinks,Ramanadhapuram,2017-11-13,625,0.34,268.75
Beverages,Soft Drinks,Bodi,2017-10-30,1456,0.23,334.88
Snacks,Cookies,Ooty,2018-06-10,1617,0.28,501.27
Snacks,Chocolates,Kanyakumari,2017-10-13,2310,0.25,115.5
Fruits & Veggies,Organic Fruits,Chennai,2017-08-23,839,0.14,201.36
Snacks,Noodles,Karur,2016-10-02,1382,0.18,428.42
Fruits & Veggies,Fresh Vegetables,Nagercoil,2018-12-24,1628,0.24,423.28
"Eggs, Meat & Fish",Chicken,Karur,2017-04-16,1120,0.13,257.6
"Eggs, Meat & Fish",Chicken,Tenkasi,2015-07-11,1329,0.15,544.89
Food Grains,Atta & Flour,Salem,2017-10-13,1632,0.16,293.76
Bakery,Biscuits,Kanyakumari,2016-12-10,639,0.26,95.85
"Eggs, Meat & Fish",Eggs,Theni,2016-12-10,2103,0.23,357.51
"Eggs, Meat & Fish",Chicken,Krishnagiri,2015-07-11,2153,0.25,279.89
Food Grains,Atta & Flour,Dindigul,2016-10-02,597,0.12,137.31
Bakery,Breads & Buns,Dharmapuri,2016-09-20,896,0.33,367.36
Food Grains,Organic Staples,Cumbum,2018-12-20,1618,0.19,728.1
Oil & Masala,Masalas,Karur,2016-11-14,1980,0.16,455.4
"Eggs, Meat & Fish",Mutton,Dharmapuri,2018-10-23,2338,0.15,374.08
Snacks,Chocolates,Tirunelveli,2015-12-28,531,0.32,228.33
Snacks,Cookies,Cumbum,2016-11-26,2385,0.11,143.1
Snacks,Chocolates,Viluppuram,2017-11-13,1113,0.25,255.99
Snacks,Noodles,Kanyakumari,2016-07-06,2242,0.26,986.48
Oil & Masala,Spices,Krishnagiri,2018-06-26,1605,0.35,706.2
Oil & Masala,Edible Oil & Ghee,Ooty,2015-12-28,887,0.34,239.49
"Eggs, Meat & Fish",Eggs,Cumbum,2017-08-23,1764,0.18,617.4
Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,2017-01-23,1056,0.34,73.92
"Eggs, Meat & Fish",Eggs,Ooty,2017-02-28,2255,0.26,1014.75
Food Grains,Rice,Namakkal,2015-11-19,1370,0.18,356.2
Bakery,Biscuits,Dharmapuri,2015-12-02,910,0.11,154.7
"Eggs, Meat & Fish",Mutton,Dharmapuri,2018-09-02,1401,0.14,154.11
Oil & Masala,Edible Oil & Ghee,Nagercoil,2018-03-02,2479,0.18,594.96
Beverages,Soft Drinks,Chennai,2016-02-16,1705,0.18,664.95
Food Grains,Atta & Flour,Vellore,2017-12-04,1493,0.22,358.32
Beverages,Soft Drinks,Dharmapuri,2018-11-19,506,0.1,131.56
Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-07-03,2025,0.12,101.25
Oil & Masala,Spices,Bodi,2018-07-08,2336,0.34,537.28
"Eggs, Meat & Fish",Chicken,Kanyakumari,2017-12-12,1730,0.21,570.9
Oil & Masala,Spices,Nagercoil,2015-08-05,1334,0.16,293.48
Beverages,Health Drinks,Kanyakumari,2015-11-19,1490,0.29,461.9
Snacks,Cookies,Chennai,2015-08-12,2078,0.33,415.6
"Eggs, Meat & Fish",Chicken,Coimbatore,2018-03-02,826,0.26,41.3
Food Grains,Organic Staples,Namakkal,2015-03-17,792,0.24,158.4
"Eggs, Meat & Fish",Eggs,Ooty,2015-11-17,1914,0.23,823.02
Oil & Masala,Edible Oil & Ghee,Viluppuram,2016-09-18,2363,0.25,968.83
Snacks,Chocolates,Dharmapuri,2018-06-30,2415,0.23,821.1
Food Grains,Organic Staples,Dindigul,2016-11-28,1964,0.23,785.6
"Eggs, Meat & Fish",Mutton,Coimbatore,2017-07-22,2125,0.33,361.25
Oil & Masala,Masalas,Cumbum,2018-09-07,2369,0.27,165.83
Oil & Masala,Edible Oil & Ghee,Cumbum,2016-12-10,2174,0.18,434.8
Fruits & Veggies,Fresh Fruits,Bodi,2016-08-17,551,0.21,55.1
Fruits & Veggies,Fresh Fruits,Coimbatore,2016-09-10,1641,0.24,196.92
Snacks,Chocolates,Trichy,2017-12-10,1470,0.22,205.8
Snacks,Noodles,Pudukottai,2015-04-28,2020,0.22,464.6
Snacks,Cookies,Tenkasi,2015-07-27,2226,0.3,868.14
Bakery,Breads & Buns,Bodi,2016-08-28,779,0.35,163.59
"Eggs, Meat & Fish",Chicken,Karur,2015-08-04,1126,0.24,326.54
Fruits & Veggies,Fresh Vegetables,Dharmapuri,2017-01-23,1360,0.11,598.4
"Eggs, Meat & Fish",Eggs,Pudukottai,2018-09-09,718,0.34,179.5
Oil & Masala,Spices,Madurai,2017-05-26,1473,0.19,132.57
Beverages,Health Drinks,Cumbum,2017-01-04,2005,0.3,320.8
Snacks,Chocolates,Coimbatore,2018-12-09,2194,0.27,855.66
Oil & Masala,Edible Oil & Ghee,Bodi,2017-11-10,729,0.2,218.7
Bakery,Breads & Buns,Perambalur,2018-08-24,1032,0.32,330.24
Beverages,Soft Drinks,Viluppuram,2018-12-20,1391,0.19,69.55
Snacks,Chocolates,Ramanadhapuram,2016-04-16,907,0.31,108.84
"Eggs, Meat & Fish",Fish,Theni,2015-03-02,1919,0.35,594.89
Fruits & Veggies,Fresh Fruits,Viluppuram,2015-09-07,861,0.33,94.71
Bakery,Cakes,Krishnagiri,2018-04-28,1617,0.28,468.93
Snacks,Noodles,Karur,2017-05-26,2370,0.26,568.8
"Eggs, Meat & Fish",Fish,Tirunelveli,2017-09-23,811,0.22,251.41
Bakery,Cakes,Nagercoil,2016-01-12,873,0.29,392.85
Food Grains,Organic Staples,Krishnagiri,2018-04-28,2091,0.12,752.76
Beverages,Soft Drinks,Krishnagiri,2016-09-20,560,0.1,201.6
Snacks,Cookies,Ramanadhapuram,2016-01-05,1553,0.18,621.2
Oil & Masala,Edible Oil & Ghee,Salem,2017-07-14,1893,0.16,530.04
Fruits & Veggies,Organic Vegetables,Karur,2018-06-26,2023,0.19,101.15
Snacks,Cookies,Karur,2016-09-07,2323,0.34,696.9
"Eggs, Meat & Fish",Chicken,Namakkal,2016-11-07,1283,0.34,282.26
Oil & Masala,Spices,Tenkasi,2018-05-03,871,0.17,60.97
Fruits & Veggies,Fresh Vegetables,Theni,2018-11-12,1603,0.34,609.14
Snacks,Cookies,Kanyakumari,2016-08-16,2380,0.3,1071.0
"Eggs, Meat & Fish",Eggs,Coimbatore,2018-04-09,1729,0.28,259.35
Snacks,Cookies,Ooty,2018-09-29,1436,0.23,315.92
Fruits & Veggies,Organic Fruits,Chennai,2015-04-28,1077,0.29,64.62
Beverages,Soft Drinks,Bodi,2017-11-28,729,0.28,269.73
Beverages,Health Drinks,Pudukottai,2016-05-15,954,0.18,267.12
"Eggs, Meat & Fish",Eggs,Tirunelveli,2017-05-12,1487,0.28,639.41
Fruits & Veggies,Fresh Vegetables,Trichy,2017-07-29,1689,0.26,168.9
Beverages,Soft Drinks,Madurai,2016-09-15,842,0.23,168.4
Food Grains,Rice,Nagercoil,2016-10-03,530,0.19,143.1
"Eggs, Meat & Fish",Chicken,Viluppuram,2018-11-26,808,0.29,298.96
Beverages,Health Drinks,Namakkal,2016-04-16,742,0.19,259.7
Oil & Masala,Edible Oil & Ghee,Kanyakumari,2018-11-02,1518,0.18,227.7
Snacks,Chocolates,Madurai,2018-11-16,513,0.22,215.46
Bakery,Breads & Buns,Theni,2016-04-16,1529,0.11,626.89
"Eggs, Meat & Fish",Chicken,Perambalur,2018-12-04,1120,0.19,235.2
"Eggs, Meat & Fish",Fish,Theni,2015-09-29,1132,0.24,430.16
Food Grains,Atta & Flour,Chennai,2015-12-26,1186,0.2,83.02
